time,province,aqi,co,no2,ozone1hour,pm10,pm25,so2
2017-03-21,陕西,104.43,1.34,41.55,54.12,105.44,77.06,16.45
2017-03-21,青海,60.5,0.9,19.83,89.07,71.41,29.29,20.59
2017-03-21,黑龙江,38.6,0.56,16.22,66.76,36.49,21.37,13.21
2017-03-22,上海,30.77,0.52,38.59,76.67,27.94,16.8,8.59
2017-03-22,云南,50.73,0.78,20.16,80.78,51.47,27.05,13.06
2017-03-22,内蒙古,89.45,0.95,29.53,72.28,89.85,63.23,22.58
2017-03-22,北京,174.78,1.21,77.91,38.96,170.57,131.41,17.87
2017-03-22,吉林,72.37,1.11,29.95,65.09,74.68,49.64,22.72
2017-03-22,四川,54.87,0.87,29.99,46.77,55.57,33.59,13.39
2017-03-22,天津,126.39,1.68,83.39,48.01,144.48,92.74,54.47
2017-03-22,宁夏,58.93,0.94,23.55,74.03,60.62,37.88,19.71
2017-03-22,安徽,81.89,0.75,33.39,65.89,80.94,57.75,13.91
2017-03-22,山东,73.77,0.9,37.89,68.67,90.89,44.88,29.3
2017-03-22,山西,128.17,1.51,40.14,72.93,140.98,95.96,45.47
2017-03-22,广东,49.21,1.0,37.03,49.39,49.47,31.43,8.45
2017-03-22,广西,45.95,1.1,22.9,28.1,46.1,29.66,11.54
2017-03-22,新疆,112.79,1.1,29.82,72.28,148.29,49.04,15.52
2017-03-22,江苏,43.49,0.67,34.18,67.46,44.12,22.48,11.99
2017-03-22,江西,34.7,0.92,23.44,53.69,28.3,22.22,10.36
2017-03-22,河北,140.16,1.47,66.41,50.8,172.97,104.03,46.26
2017-03-22,河南,134.33,1.24,38.9,63.89,136.1,100.81,19.63
2017-03-22,浙江,67.61,0.72,31.21,76.56,65.81,44.32,24.31
2017-03-22,海南,29.79,0.54,8.09,50.07,29.47,14.11,3.27
2017-03-22,湖北,57.99,1.09,27.95,64.18,54.22,39.72,7.87
2017-03-22,湖南,33.65,0.92,21.61,52.1,30.29,19.57,9.68
2017-03-22,甘肃,85.27,0.86,30.71,67.02,115.1,40.55,21.35
2017-03-22,福建,42.28,0.74,30.8,69.73,39.75,25.13,6.61
2017-03-22,西藏,56.71,0.75,22.23,64.9,88.46,26.69,12.6
2017-03-22,贵州,38.18,0.87,22.15,48.91,38.8,22.41,17.82
2017-03-22,辽宁,73.52,0.99,39.16,62.38,82.85,49.22,39.28
2017-03-22,重庆,44.71,0.91,35.13,39.45,43.63,28.0,11.03
2017-03-22,陕西,79.82,1.09,29.34,78.29,72.15,57.41,12.43
2017-03-22,青海,68.72,0.96,22.26,72.32,85.1,32.98,23.29
2017-03-22,黑龙江,36.09,0.56,17.13,66.15,33.32,19.49,11.44
2017-03-23,上海,33.55,0.56,38.46,79.11,30.83,19.8,7.73
2017-03-23,云南,56.84,0.81,22.71,85.58,60.55,31.22,13.91
2017-03-23,内蒙古,82.23,0.74,21.24,77.93,96.65,44.52,16.08
2017-03-23,北京,162.46,1.63,58.23,38.26,148.38,124.77,6.67
2017-03-23,吉林,80.54,1.08,32.94,57.67,85.88,54.48,23.13
2017-03-23,四川,58.44,0.91,32.84,44.27,63.28,35.03,13.22
2017-03-23,天津,108.07,1.38,66.65,51.26,96.49,78.86,25.41
2017-03-23,宁夏,132.29,0.73,18.55,78.7,193.6,43.62,15.55
2017-03-23,安徽,55.94,0.69,29.81,56.53,52.42,37.23,11.59
2017-03-23,山东,79.14,0.83,32.04,74.65,89.66,51.9,22.08
2017-03-23,山西,83.48,1.4,35.04,58.16,79.9,60.16,29.07
2017-03-23,广东,59.54,1.03,40.53,52.95,61.21,39.32,10.31
2017-03-23,广西,53.07,0.95,19.93,43.54,54.54,34.54,16.43
2017-03-23,新疆,185.69,1.13,29.29,71.74,504.63,153.47,15.39
2017-03-23,江苏,45.11,0.67,29.89,71.86,43.05,27.86,8.77
2017-03-23,江西,41.12,0.96,21.19,52.55,36.99,26.31,16.73
2017-03-23,河北,107.31,1.1,46.01,59.74,113.08,78.22,26.65
2017-03-23,河南,79.49,0.99,32.76,49.33,78.87,56.78,15.5
2017-03-23,浙江,53.64,0.75,32.79,53.34,49.87,32.6,26.29
2017-03-23,海南,31.35,0.52,10.0,40.27,31.43,15.15,3.62
2017-03-23,湖北,60.97,1.18,28.59,41.25,58.55,42.01,8.85
2017-03-23,湖南,43.71,0.99,22.78,41.66,42.42,25.74,13.62
2017-03-23,甘肃,127.87,0.64,21.96,81.65,210.37,46.33,16.84
2017-03-23,福建,41.51,0.8,29.62,63.99,34.8,23.56,8.45
2017-03-23,西藏,59.92,0.7,16.08,63.42,76.38,24.11,10.38
2017-03-23,贵州,50.97,0.85,23.58,51.9,55.61,30.44,19.03
2017-03-23,辽宁,76.85,0.82,36.94,63.51,81.46,51.74,33.85
2017-03-23,重庆,46.33,0.91,39.65,36.29,46.29,27.87,13.03
2017-03-23,陕西,74.51,1.13,31.56,54.23,67.68,52.63,9.68
2017-03-23,青海,102.51,0.73,23.85,78.44,141.35,36.22,19.66
2017-03-23,黑龙江,42.46,0.6,20.12,60.94,40.85,24.53,12.72
2017-03-24,上海,55.73,0.66,47.9,82.22,50.43,38.64,10.22
2017-03-24,云南,70.45,0.99,24.51,91.99,76.6,44.56,13.73
2017-03-24,内蒙古,72.11,0.64,18.18,78.57,86.14,35.93,14.98
2017-03-24,北京,82.1,0.96,47.03,34.75,,60.38,2.42
2017-03-24,吉林,88.2,1.2,37.32,59.83,95.96,61.58,26.94
2017-03-24,四川,48.31,0.69,26.47,59.09,54.21,23.28,11.25
2017-03-24,天津,80.36,1.19,55.94,54.71,77.26,56.86,17.94
2017-03-24,宁夏,153.3,0.55,12.29,87.68,240.9,44.09,12.89
2017-03-24,安徽,74.09,0.81,40.2,46.14,71.59,52.56,13.83
2017-03-24,山东,77.37,0.84,32.14,66.56,84.53,51.84,19.0
2017-03-24,山西,88.27,1.12,28.8,61.52,107.35,52.05,36.57
2017-03-24,广东,49.15,0.87,30.74,74.07,51.34,28.11,10.07
2017-03-24,广西,55.83,0.94,18.78,43.23,57.14,36.53,14.28
2017-03-24,新疆,195.09,1.17,33.13,69.44,334.07,118.85,14.15
2017-03-24,江苏,64.49,0.81,40.74,66.63,65.1,44.11,12.61
2017-03-24,江西,42.42,0.96,23.25,38.78,38.56,28.34,15.06
2017-03-24,河北,108.2,1.4,51.12,40.91,111.3,79.75,24.15
2017-03-24,河南,116.55,1.2,39.79,37.68,137.7,79.03,23.8
2017-03-24,浙江,50.08,0.68,35.66,54.06,49.76,30.89,9.5
2017-03-24,海南,26.5,0.49,7.54,41.2,26.43,13.29,3.33
2017-03-24,湖北,55.76,1.05,26.55,37.32,53.91,37.89,7.99
2017-03-24,湖南,29.41,0.87,17.17,48.55,26.65,16.17,8.85
2017-03-24,甘肃,88.01,0.61,21.8,77.94,117.26,32.73,16.3
2017-03-24,福建,42.65,0.72,23.89,85.34,42.07,22.52,9.2
2017-03-24,西藏,50.09,0.67,16.92,72.81,59.61,18.49,11.01
2017-03-24,贵州,34.35,0.84,19.48,45.86,35.07,18.06,13.35
2017-03-24,辽宁,94.5,1.04,47.64,58.8,106.96,68.08,41.57
2017-03-24,重庆,35.12,0.83,33.89,28.44,32.47,21.71,8.6
2017-03-24,陕西,99.95,1.0,35.2,50.48,138.01,38.45,12.12
2017-03-24,青海,65.41,0.96,18.01,95.19,81.3,29.02,17.47
2017-03-24,黑龙江,51.31,0.71,23.46,64.24,51.36,31.36,13.22
2017-03-25,上海,100.49,0.99,61.31,59.41,109.12,75.04,14.71
2017-03-25,云南,78.63,1.07,25.57,80.87,81.63,53.2,13.5
2017-03-25,内蒙古,48.07,0.59,17.25,80.04,45.32,28.63,14.24
2017-03-25,北京,52.75,0.82,35.95,44.95,30.73,35.04,3.3
2017-03-25,吉林,83.08,1.25,39.29,64.77,90.63,59.32,31.81
2017-03-25,四川,58.08,0.58,25.92,65.53,68.92,27.6,12.43
2017-03-25,天津,110.52,1.77,59.49,41.14,100.52,81.19,19.16
2017-03-25,宁夏,64.73,0.75,23.31,68.34,80.11,27.79,27.58
2017-03-25,安徽,87.34,0.86,38.75,57.55,101.59,59.65,15.82
2017-03-25,山东,79.2,0.95,29.74,62.06,84.52,55.96,15.27
2017-03-25,山西,50.04,0.84,21.09,75.64,54.35,23.25,25.72
2017-03-25,广东,33.98,0.91,26.1,41.96,33.06,18.8,8.17
2017-03-25,广西,28.8,0.83,13.64,50.51,27.69,13.55,9.92
2017-03-25,新疆,195.06,1.0,31.13,69.85,300.5,114.73,13.11
2017-03-25,江苏,89.3,0.92,41.18,59.21,100.55,63.7,15.67
2017-03-25,江西,47.54,0.92,25.27,42.4,53.27,28.56,16.79
2017-03-25,河北,89.02,1.34,45.0,47.95,98.38,60.64,19.55
2017-03-25,河南,79.02,1.06,35.35,59.42,99.3,38.05,23.18
2017-03-25,浙江,61.27,0.81,34.17,57.02,67.47,38.63,12.42
2017-03-25,海南,30.55,0.57,10.59,31.66,29.39,16.23,3.55
2017-03-25,湖北,75.17,1.14,33.31,42.09,92.47,44.78,13.16
2017-03-25,湖南,51.76,0.91,25.26,45.32,60.63,26.6,13.26
2017-03-25,甘肃,72.33,0.58,19.66,83.11,92.47,27.16,15.18
2017-03-25,福建,30.47,0.73,29.67,45.05,28.68,17.57,7.31
2017-03-25,西藏,40.99,0.57,13.57,84.47,44.63,16.4,11.23
2017-03-25,贵州,34.67,0.65,20.29,55.54,33.91,15.11,16.87
2017-03-25,辽宁,103.61,1.05,43.83,71.64,109.38,76.74,40.04
2017-03-25,重庆,35.66,0.7,35.41,39.48,34.24,21.84,8.52
2017-03-25,陕西,72.82,0.81,36.5,59.66,96.66,28.77,13.01
2017-03-25,青海,69.51,0.87,19.15,92.53,89.7,28.22,18.6
2017-03-25,黑龙江,72.13,0.83,28.19,64.6,74.15,48.79,15.64
2017-03-26,上海,105.54,0.97,65.52,65.43,113.38,76.25,18.18
2017-03-26,云南,65.98,0.97,22.86,70.85,67.5,44.39,12.83
2017-03-26,内蒙古,46.62,0.65,21.25,75.91,45.32,26.37,16.02
2017-03-26,北京,30.45,0.33,21.26,70.44,27.18,11.99,3.16
2017-03-26,吉林,103.3,1.4,43.61,65.69,112.75,76.27,33.69
2017-03-26,四川,61.65,0.68,32.03,58.32,71.69,34.34,15.88
2017-03-26,天津,54.85,1.0,45.41,63.59,55.08,31.72,16.27
2017-03-26,宁夏,62.53,0.82,32.86,62.75,71.46,32.33,31.28
2017-03-26,安徽,84.66,0.86,46.61,65.07,106.94,53.71,21.94
2017-03-26,山东,80.0,1.02,34.66,59.16,88.69,53.82,20.75
2017-03-26,山西,48.69,0.88,26.37,73.98,50.79,24.12,29.99
2017-03-26,广东,41.96,0.79,27.1,52.29,47.33,17.01,8.84
2017-03-26,广西,51.67,0.7,16.06,68.7,57.94,26.06,10.12
2017-03-26,新疆,200.63,1.28,35.5,64.88,283.52,105.56,14.73
2017-03-26,江苏,92.08,0.94,44.96,68.43,116.61,60.22,21.71
2017-03-26,江西,74.66,0.93,30.59,58.63,97.52,42.89,24.73
2017-03-26,河北,55.85,0.81,36.69,62.76,58.4,31.51,20.46
2017-03-26,河南,62.08,0.96,36.26,67.3,73.7,30.78,26.38
2017-03-26,浙江,77.73,0.87,38.95,65.23,94.67,48.65,19.44
2017-03-26,海南,27.07,0.74,9.17,55.67,24.12,9.54,3.46
2017-03-26,湖北,82.17,1.07,36.35,58.22,113.45,40.74,15.23
2017-03-26,湖南,77.21,1.0,29.81,55.47,103.58,36.72,18.02
2017-03-26,甘肃,72.96,0.72,31.43,70.48,94.01,32.75,20.78
2017-03-26,福建,45.5,0.75,30.28,44.44,51.31,19.39,8.87
2017-03-26,西藏,48.21,0.57,16.82,72.25,59.84,20.35,10.39
2017-03-26,贵州,54.48,0.71,24.65,55.53,61.89,26.75,18.03
2017-03-26,辽宁,116.34,1.2,43.16,63.37,118.83,85.32,35.62
2017-03-26,重庆,53.78,0.77,44.99,45.92,58.76,30.12,11.28
2017-03-26,陕西,67.04,0.86,41.24,58.6,84.43,30.46,14.2
2017-03-26,青海,62.19,1.0,20.26,84.47,76.68,28.32,20.48
2017-03-26,黑龙江,76.78,0.88,27.7,62.45,80.48,52.68,15.05
2017-03-27,上海,88.69,0.92,66.54,73.47,91.83,64.74,20.07
2017-03-27,云南,52.84,0.91,20.36,64.88,51.65,33.58,10.77
2017-03-27,内蒙古,57.77,0.75,26.74,71.71,62.44,32.5,26.26
2017-03-27,北京,35.55,0.4,31.42,61.59,34.55,15.92,2.9
2017-03-27,吉林,121.69,1.4,43.34,59.79,127.8,90.0,28.13
2017-03-27,四川,66.76,0.77,34.96,62.6,77.15,41.62,16.25
2017-03-27,天津,52.03,0.93,52.38,61.12,61.86,27.06,16.97
2017-03-27,宁夏,99.95,0.91,35.86,62.39,139.94,50.63,36.42
2017-03-27,安徽,76.06,0.77,48.32,72.26,95.81,45.74,20.15
2017-03-27,山东,67.9,1.0,38.92,60.42,80.47,41.86,28.38
2017-03-27,山西,75.31,1.42,44.79,58.35,95.84,43.91,66.56
2017-03-27,广东,63.08,0.87,41.56,62.67,73.83,34.77,14.34
2017-03-27,广西,72.54,0.91,31.54,42.98,88.96,46.31,16.76
2017-03-27,新疆,182.22,1.14,35.74,63.45,247.4,97.65,15.51
2017-03-27,江苏,81.42,0.95,52.32,67.44,98.79,53.11,24.61
2017-03-27,江西,82.64,1.0,36.68,63.03,111.1,49.13,27.9
2017-03-27,河北,60.09,0.79,43.1,61.35,70.69,33.42,29.03
2017-03-27,河南,85.23,1.17,47.85,65.29,114.23,49.49,34.95
2017-03-27,浙江,73.99,0.82,45.7,69.17,91.09,46.38,19.41
2017-03-27,海南,39.28,0.72,10.61,79.08,34.81,14.38,4.79
2017-03-27,湖北,84.03,1.09,42.03,64.76,115.77,44.85,19.52
2017-03-27,湖南,80.0,0.99,33.98,57.97,106.58,41.65,19.12
2017-03-27,甘肃,103.97,0.88,34.18,71.89,146.48,47.73,25.41
2017-03-27,福建,62.32,0.83,30.99,66.23,74.39,31.95,11.4
2017-03-27,西藏,47.59,0.67,19.55,72.54,60.43,20.45,12.49
2017-03-27,贵州,62.61,0.78,29.95,51.64,76.94,31.16,19.61
2017-03-27,辽宁,112.85,1.11,42.71,67.43,119.4,82.93,31.78
2017-03-27,重庆,70.03,0.97,64.29,32.0,86.04,45.03,15.93
2017-03-27,陕西,81.65,1.09,51.46,52.68,110.11,44.4,21.52
2017-03-27,青海,60.3,1.05,22.52,80.01,72.18,27.0,24.88
2017-03-27,黑龙江,79.44,0.84,28.89,62.85,84.03,54.71,14.72
2017-03-28,上海,66.89,0.67,43.97,104.12,78.38,38.18,13.59
2017-03-28,云南,43.97,0.84,17.83,72.42,42.93,25.14,11.45
2017-03-28,内蒙古,50.78,0.67,22.7,78.05,53.99,25.7,18.68
2017-03-28,北京,80.76,0.65,50.35,51.36,91.93,56.85,8.32
2017-03-28,吉林,89.06,1.13,31.88,71.56,96.53,62.1,24.23
2017-03-28,四川,78.77,0.87,40.07,61.35,94.43,51.94,18.43
2017-03-28,天津,74.79,1.19,68.09,57.3,85.96,49.21,27.4
2017-03-28,宁夏,86.39,0.83,32.21,74.69,117.77,45.16,34.18
2017-03-28,安徽,89.12,0.87,42.72,72.09,110.05,57.5,22.81
2017-03-28,山东,64.73,0.9,31.85,66.5,70.23,43.28,18.13
2017-03-28,山西,85.34,1.24,35.84,75.33,103.8,57.79,50.38
2017-03-28,广东,74.67,0.91,43.77,81.49,91.91,47.83,14.4
2017-03-28,广西,78.13,1.0,31.09,38.25,81.37,56.25,15.36
2017-03-28,新疆,129.66,1.26,34.58,58.84,180.5,69.23,15.57
2017-03-28,江苏,88.23,0.93,50.92,73.21,107.21,58.5,22.42
2017-03-28,江西,74.15,0.9,38.62,48.13,93.02,47.44,29.01
2017-03-28,河北,69.18,0.81,40.37,70.93,77.54,44.57,24.38
2017-03-28,河南,97.79,1.16,34.19,78.83,119.48,67.3,25.97
2017-03-28,浙江,76.51,0.83,49.14,66.66,91.09,49.3,17.41
2017-03-28,海南,48.8,0.71,11.94,89.57,51.03,24.25,4.02
2017-03-28,湖北,78.14,1.14,37.88,69.6,103.16,46.54,20.65
2017-03-28,湖南,70.09,0.98,33.36,47.37,84.21,41.86,18.85
2017-03-28,甘肃,95.18,0.72,28.25,77.22,137.19,47.05,18.06
2017-03-28,福建,71.51,0.81,41.59,80.31,88.68,43.51,13.38
2017-03-28,西藏,51.53,0.69,21.86,71.95,65.58,22.17,11.46
2017-03-28,贵州,64.45,0.82,25.98,49.1,74.46,37.58,15.93
2017-03-28,辽宁,94.26,1.01,38.69,72.63,107.08,61.32,31.43
2017-03-28,重庆,86.11,1.07,66.98,46.68,111.7,58.25,21.98
2017-03-28,陕西,88.23,1.06,48.02,64.95,119.5,48.84,17.91
2017-03-28,青海,119.88,0.99,20.86,82.48,161.42,50.92,26.54
2017-03-28,黑龙江,86.62,0.85,29.52,67.27,90.2,61.44,15.87
2017-03-29,上海,84.3,0.84,46.37,84.97,83.51,61.4,11.59
2017-03-29,云南,59.62,0.9,21.85,77.41,62.72,36.45,13.64
2017-03-29,内蒙古,52.19,0.81,27.3,73.59,57.67,28.28,23.35
2017-03-29,北京,146.8,0.86,61.85,55.47,135.87,110.34,10.3
2017-03-29,吉林,76.96,1.04,23.37,83.63,89.36,48.08,18.29
2017-03-29,四川,89.87,0.89,38.58,52.75,105.22,62.8,18.72
2017-03-29,天津,109.34,1.34,52.08,67.31,108.26,80.01,25.96
2017-03-29,宁夏,84.33,0.98,40.92,62.06,110.28,48.42,42.35
2017-03-29,安徽,115.2,0.86,32.09,83.16,118.43,85.17,16.64
2017-03-29,山东,80.98,0.97,33.47,70.71,86.36,57.97,16.98
2017-03-29,山西,100.2,1.35,46.15,69.52,126.9,70.2,61.54
2017-03-29,广东,70.09,0.9,34.71,74.2,80.8,46.45,11.13
2017-03-29,广西,62.76,1.19,28.45,33.22,62.68,42.78,14.12
2017-03-29,新疆,144.91,1.21,33.89,64.79,198.32,80.85,15.44
2017-03-29,江苏,90.7,0.83,31.78,92.8,97.86,65.27,12.72
2017-03-29,江西,57.45,0.87,27.35,52.0,59.02,38.64,20.05
2017-03-29,河北,112.09,1.17,49.4,67.04,133.83,79.88,36.66
2017-03-29,河南,135.44,1.23,39.52,73.03,141.96,102.43,25.44
2017-03-29,浙江,110.41,0.97,44.45,62.79,128.19,78.95,16.61
2017-03-29,海南,50.12,0.68,11.99,57.86,52.17,22.17,3.74
2017-03-29,湖北,96.77,1.21,31.51,74.8,117.89,69.54,16.92
2017-03-29,湖南,60.9,1.06,26.94,39.87,65.09,39.95,13.32
2017-03-29,甘肃,82.83,0.8,33.17,70.68,114.54,43.43,20.49
2017-03-29,福建,74.49,0.89,39.88,70.3,79.65,51.89,11.64
2017-03-29,西藏,46.5,0.66,17.83,68.78,59.84,20.16,10.5
2017-03-29,贵州,64.79,0.85,27.97,37.48,71.4,40.59,16.96
2017-03-29,辽宁,96.01,1.11,33.64,84.9,108.71,67.18,29.96
2017-03-29,重庆,112.99,1.25,80.32,18.81,146.39,84.26,25.15
2017-03-29,陕西,107.4,1.18,51.54,57.08,131.69,72.13,20.77
2017-03-29,青海,86.79,1.02,20.87,85.45,125.48,44.68,24.63
2017-03-29,黑龙江,95.98,0.9,30.18,65.43,104.35,69.22,16.6
2017-03-30,上海,59.79,0.65,41.9,89.34,48.74,42.47,8.41
2017-03-30,云南,65.61,0.91,22.6,81.97,67.38,43.82,11.65
2017-03-30,内蒙古,43.78,0.59,17.21,78.48,41.6,20.92,12.76
2017-03-30,北京,120.37,1.14,54.5,46.99,131.1,88.96,15.15
2017-03-30,吉林,97.11,1.1,32.3,71.34,105.17,69.64,20.22
2017-03-30,四川,52.32,0.71,27.03,67.49,52.03,31.44,11.38
2017-03-30,天津,114.51,1.35,64.96,48.97,132.02,77.26,28.0
2017-03-30,宁夏,56.41,0.79,27.03,70.96,62.94,27.33,33.09
2017-03-30,安徽,112.45,0.96,38.44,62.37,117.69,83.26,16.86
2017-03-30,山东,109.85,1.11,41.71,68.15,127.24,80.5,24.82
2017-03-30,山西,90.77,1.26,41.89,64.63,113.55,56.24,50.24
2017-03-30,广东,67.49,0.95,34.23,57.4,77.14,45.01,10.31
2017-03-30,广西,63.2,1.17,27.27,29.15,67.91,41.7,17.31
2017-03-30,新疆,127.85,1.11,31.68,70.07,172.01,65.29,14.7
2017-03-30,江苏,72.71,0.88,39.19,71.7,76.86,51.28,13.21
2017-03-30,江西,74.52,1.1,32.4,27.8,74.32,52.7,23.34
2017-03-30,河北,121.9,1.08,46.34,57.25,148.23,87.55,30.39
2017-03-30,河南,146.91,1.38,46.18,42.85,150.34,111.35,24.27
2017-03-30,浙江,91.92,0.85,38.81,62.87,99.91,64.8,11.88
2017-03-30,海南,35.62,0.56,10.21,40.59,36.02,16.62,3.42
2017-03-30,湖北,92.4,1.35,28.26,60.31,94.32,68.18,11.47
2017-03-30,湖南,47.83,1.13,23.4,42.22,46.72,29.65,11.56
2017-03-30,甘肃,44.85,0.53,19.62,85.9,44.05,20.72,13.51
2017-03-30,福建,70.11,0.9,38.28,68.16,77.73,47.36,12.7
2017-03-30,西藏,42.54,0.66,13.07,75.96,52.36,17.07,10.25
2017-03-30,贵州,40.75,0.86,24.15,50.0,40.06,23.32,15.4
2017-03-30,辽宁,99.89,0.92,32.14,81.05,109.27,71.61,24.9
2017-03-30,重庆,66.92,0.9,43.48,28.05,70.19,46.84,12.56
2017-03-30,陕西,56.38,0.92,29.73,67.49,59.08,34.06,10.69
2017-03-30,青海,56.24,0.87,15.04,95.29,62.3,28.2,14.97
2017-03-30,黑龙江,63.39,0.71,23.58,65.87,63.53,39.92,12.96
2017-03-31,上海,55.45,0.63,29.61,110.85,45.39,35.68,8.57
2017-03-31,云南,52.33,0.8,19.51,73.59,48.07,32.66,11.54
2017-03-31,内蒙古,42.63,0.71,23.51,73.34,42.04,20.14,17.79
2017-03-31,北京,42.28,0.4,30.92,66.87,47.33,19.13,4.07
2017-03-31,吉林,100.3,1.25,36.47,65.01,104.94,72.46,22.41
2017-03-31,四川,51.9,0.72,33.37,65.21,55.26,27.93,14.92
2017-03-31,天津,75.12,1.14,60.33,55.59,92.55,48.81,22.05
2017-03-31,宁夏,60.62,0.81,33.44,68.79,66.97,32.34,26.03
2017-03-31,安徽,91.02,0.8,32.62,84.25,89.86,65.82,13.88
2017-03-31,山东,81.31,0.83,29.57,83.77,91.76,55.38,18.29
2017-03-31,山西,80.5,1.06,34.01,68.69,89.66,51.47,29.9
2017-03-31,广东,42.92,0.94,26.83,52.29,47.38,26.21,7.88
2017-03-31,广西,38.59,0.91,15.64,62.02,35.11,23.79,8.97
2017-03-31,新疆,101.99,0.91,25.76,71.93,161.96,47.51,12.5
2017-03-31,江苏,64.5,0.75,27.51,98.05,62.48,42.93,12.03
2017-03-31,江西,44.79,0.76,15.85,80.55,42.38,28.2,12.07
2017-03-31,河北,77.38,0.76,42.02,72.9,92.67,50.77,21.3
2017-03-31,河南,126.3,1.39,40.25,56.32,127.58,94.73,18.61
2017-03-31,浙江,47.52,0.67,28.08,82.25,43.19,25.96,8.64
2017-03-31,海南,31.06,0.61,14.54,38.43,30.59,15.17,4.04
2017-03-31,湖北,66.55,1.05,23.44,79.35,64.95,45.96,10.33
2017-03-31,湖南,59.9,0.84,16.0,89.16,57.74,40.54,10.25
2017-03-31,甘肃,50.27,0.57,25.2,77.52,52.64,22.43,23.4
2017-03-31,福建,51.3,0.84,34.94,52.83,58.85,31.88,10.13
2017-03-31,西藏,49.24,0.71,17.99,68.58,66.96,21.28,10.7
2017-03-31,贵州,39.32,0.74,22.15,72.26,37.6,20.64,16.18
2017-03-31,辽宁,81.4,0.8,32.54,77.94,86.07,56.03,24.88
2017-03-31,重庆,53.78,0.91,42.78,51.19,55.19,32.74,12.81
2017-03-31,陕西,53.53,0.88,36.84,59.23,60.0,25.65,12.92
2017-03-31,青海,49.36,0.91,17.46,89.47,50.64,22.16,18.69
2017-03-31,黑龙江,70.54,0.8,27.81,63.4,74.65,46.92,15.11
2017-04-01,上海,91.14,0.94,76.73,79.63,87.91,67.33,17.26
2017-04-01,云南,47.41,0.83,21.13,57.67,46.68,28.43,12.18
2017-04-01,内蒙古,55.67,0.85,29.65,72.49,61.54,28.77,29.32
2017-04-01,北京,60.09,0.57,50.59,49.58,73.86,28.11,5.97
2017-04-01,吉林,107.74,1.28,39.49,70.68,110.47,79.18,23.14
2017-04-01,四川,62.43,0.76,38.99,64.43,69.88,36.7,19.04
2017-04-01,天津,99.54,1.58,62.43,67.15,117.74,70.4,32.11
2017-04-01,宁夏,64.35,0.82,35.38,75.85,75.75,30.86,29.01
2017-04-01,安徽,121.65,0.96,42.32,77.65,121.63,90.38,17.2
2017-04-01,山东,98.82,1.08,41.87,83.22,121.46,68.49,27.32
2017-04-01,山西,79.42,1.34,41.7,63.17,94.33,46.7,37.96
2017-04-01,广东,40.91,0.79,24.03,95.98,38.33,20.84,9.09
2017-04-01,广西,55.32,0.84,19.12,79.76,52.79,36.29,12.46
2017-04-01,新疆,109.02,0.97,26.23,68.47,165.18,53.43,12.3
2017-04-01,江苏,100.08,0.98,52.59,81.55,107.42,72.55,18.52
2017-04-01,江西,64.07,0.83,26.3,78.28,67.2,43.58,21.65
2017-04-01,河北,74.15,1.06,46.65,67.13,92.0,42.69,29.66
2017-04-01,河南,112.21,1.35,44.19,62.37,124.99,80.01,24.91
2017-04-01,浙江,80.38,0.82,38.95,76.08,84.0,56.52,14.59
2017-04-01,海南,30.27,0.69,8.59,89.02,23.83,11.53,4.38
2017-04-01,湖北,77.6,1.14,34.17,71.58,82.71,54.4,13.85
2017-04-01,湖南,69.06,0.98,29.57,73.01,74.31,46.23,17.45
2017-04-01,甘肃,53.71,0.59,27.69,81.36,59.23,23.02,16.69
2017-04-01,福建,46.43,0.64,20.89,99.28,45.56,27.77,7.63
2017-04-01,西藏,50.11,0.66,16.16,73.73,64.25,19.11,9.9
2017-04-01,贵州,56.97,0.78,31.33,62.9,63.16,31.44,20.48
2017-04-01,辽宁,76.02,0.95,39.6,69.28,84.58,50.1,27.21
2017-04-01,重庆,58.79,0.89,61.58,59.77,65.68,30.9,16.84
2017-04-01,陕西,56.05,0.92,43.55,61.51,63.53,26.44,16.45
2017-04-01,青海,49.01,0.95,19.58,89.32,52.11,20.09,22.2
2017-04-01,黑龙江,78.12,0.79,27.02,73.04,80.39,53.46,15.17
2017-04-02,上海,111.06,0.91,61.79,90.05,94.96,83.33,17.65
